pAsuram,Word,Meaning,
4-9-8-munnai vaNNam,vaNNam,(your highness-) physical beauty,
4-9-8-munnai vaNNam,eNNungAl,if we start thinking about it,
4-9-8-munnai vaNNam,munnai vaNNam,"the physical beauty in krutha yugam, first",
4-9-8-munnai vaNNam,pAlin vaNNam,"will be milk-s complexion, that is white",
4-9-8-munnai vaNNam,pinnai vaNNam,physical beauty in the subsequent thrEthA yugam,
4-9-8-munnai vaNNam,ponnin vaNNam,will have the reddish complexion of gold,
4-9-8-munnai vaNNam,maNiyin vaNNam,(subsequently the physical beauty in dhvApara yugam) will have the complexion of a dark-blue gem,
4-9-8-munnai vaNNam,muzhudhum,at all times,
4-9-8-munnai vaNNam,nilai ninRa,remaining firm,
4-9-8-munnai vaNNam,vaNNam,physical beauty,
4-9-8-munnai vaNNam,koNdal vaNNan,cloud-s complexion,
4-9-8-munnai vaNNam,puraiyum,remaining together (with the four complexions),
4-9-8-munnai vaNNam,thirumEni,divine form,
4-9-8-munnai vaNNam,inna vaNNam enRu,having such complexion,
4-9-8-munnai vaNNam,kAttIr,mercifully show.,
4-9-9-endhai thandhai,indhaLUrIrE,Oh one who is mercifully present in thiruvindhaLUr dhivyadhESam!,
4-9-9-endhai thandhai,endhai,for me and my father,
4-9-9-endhai thandhai,thandhai,"for his father (in this manner, for our whole clan)",
4-9-9-endhai thandhai,thammAn,being the lord,
4-9-9-endhai thandhai,enRu,saying in this manner,
4-9-9-endhai thandhai,emar,our ancestors,
4-9-9-endhai thandhai,Ezh aLavum,for seven generations,
4-9-9-endhai thandhai,vandhu,accepting and arriving to do kainkaryam (to your highness),
4-9-9-endhai thandhai,ninRa,stood firmly,
4-9-9-endhai thandhai,thoNdarOrkkE,in our matters only,
4-9-9-endhai thandhai,vAsi valleer,you are analysing (that I cannot show myself);,
4-9-9-endhai thandhai,sindhai thannuL,in (my) heart,
4-9-9-endhai thandhai,mundhi,for a very long time,
4-9-9-endhai thandhai,niRRIr,are present,
4-9-9-endhai thandhai,(Still),,
4-9-9-endhai thandhai,thirumEni,divine form,
4-9-9-endhai thandhai,indha vaNNam enRu,as having such nature,
4-9-9-endhai thandhai,siRidhum,even a little bit,
4-9-9-endhai thandhai,kAttIr,you are not showing,
4-9-10-ErAr pozhil,Er Ar,very beautiful,
4-9-10-ErAr pozhil,pozhil,by gardens,
4-9-10-ErAr pozhil,sUzh,surrounded,
4-9-10-ErAr pozhil,indhaLUril,mercifully present in thiruvindhaLUr,
4-9-10-ErAr pozhil,endhai,my lord,
4-9-10-ErAr pozhil,perumAnai,on sarvESvaran,
4-9-10-ErAr pozhil,kAr Ar,filled with clouds,
4-9-10-ErAr pozhil,puRavil,having surroundings,
4-9-10-ErAr pozhil,mangai,for thirumangai region,
4-9-10-ErAr pozhil,vEndhan,king,
4-9-10-ErAr pozhil,kaliyan,AzhwAr,
4-9-10-ErAr pozhil,oli seydha,mercifully spoke,
4-9-10-ErAr pozhil,sIr Ar,filled with bhagavAn-s qualities,
4-9-10-ErAr pozhil,in sol,having sweet words,
4-9-10-ErAr pozhil,mAlai,these ten pAsurams which are a garland of words,
4-9-10-ErAr pozhil,kaRRu,learnt,
4-9-10-ErAr pozhil,thirivAr,those who fearlessly roam around,
4-9-10-ErAr pozhil,ulagaththu,in this world,
4-9-10-ErAr pozhil,Ar Ar,"those people (irrespective of their birth, conduct etc)",
4-9-10-ErAr pozhil,avarE,they,
4-9-10-ErAr pozhil,amararkku,for nithyasUris,
4-9-10-ErAr pozhil,enRum,at all times,
4-9-10-ErAr pozhil,amarar AvAr,will remain praiseworthy.,
4-10-1-Aychchiyar azhaippa,Aychchiyar,cowherd women,
4-10-1-Aychchiyar azhaippa,azhaippa,to complain,
4-10-1-Aychchiyar azhaippa,veNNey,butter,
4-10-1-Aychchiyar azhaippa,uNdu,mercifully ate,
4-10-1-Aychchiyar azhaippa,oru kAl,once (during deluge),
4-10-1-Aychchiyar azhaippa,Alilai,on a banyan leaf,
4-10-1-Aychchiyar azhaippa,vaLarndha,mercifully resting there,
4-10-1-Aychchiyar azhaippa,emperumAn,my lord,
4-10-1-Aychchiyar azhaippa,pEychchiyai,pUthanA-s,
4-10-1-Aychchiyar azhaippa,mulai,bosom,
4-10-1-Aychchiyar azhaippa,uNdu,mercifully sucked (and finished her),
